UserID,UnixTimestamp,Country,Currency,AmountInCents
5553968199,1720787649,IN,INR,290168
4823393902,1724117833,AU,AUD,210448
2836958504,1554692428,US,USD,706862
1910860313,1478858476,NL,EUR,428696
9105254717,1691722319,IN,INR,719070
2734552737,1456886788,BR,BRL,236166
2739367325,1509852815,DE,EUR,159708
3275551332,1708211620,JP,JPY,492297
6420607739,1593416158,DE,EUR,231069
6017967912,1620321753,AU,AUD,761488
805847948,1677841177,NO,NOK,105391
6385954742,1504393110,IN,INR,383881
6422762904,1495127672,US,USD,608397
3490888297,1575890001,UK,GBP,349370
3416859747,1577426269,CA,CAD,462306
1175660184,1547005654,UK,GBP,405005
2600798856,1570974176,AU,AUD,164879
5516113934,1717943211,JP,JPY,527289
8411340279,1559662507,IN,INR,887434
5516113934,1484674209,NO,NOK,575294
9105254717,1716090437,UK,GBP,669316
9883382196,1484014456,CA,CAD,215988
2651033884,1523301095,IN,INR,276352
7642394581,1714836408,UK,GBP,701112
9201190226,1659089863,IN,INR,270031
1463958250,1695826628,DE,EUR,123244
8956410793,1688437245,US,USD,695851
40764349,1474095408,NL,EUR,510462
9567889007,1686462590,CA,CAD,797799
3026168520,1528040710,US,USD,2026
7941283066,1538391169,CA,CAD,260590
828086950,1475370338,DE,EUR,876971
4442591978,1673395765,NL,EUR,863080
2053824409,1482400121,IN,INR,785308
3442167694,1714703195,IN,INR,276356
7404801978,1611473678,NL,EUR,888761
3540387179,1665622290,UK,GBP,636605
3379691495,1559425496,NO,NOK,582521
4585845305,1650481286,NO,NOK,192196
4938879462,1713358021,UK,GBP,873112
3714080514,1728073974,JP,JPY,751865
7053011400,1478773484,US,USD,408634
2009087011,1632586167,IN,INR,30385
3893750499,1526123504,US,USD,665424
501893447,1686830747,US,USD,21158
2836822711,1626457728,JP,JPY,23516
2765548381,1639145636,IN,INR,702581
2905436650,1594696365,JP,JPY,718128
5576861254,1540448974,JP,JPY,800506
4394397320,1654133056,UK,GBP,780275
5208651893,1616861610,US,USD,666116
2431033766,1494816291,JP,JPY,565508
21304263,1595711449,IN,INR,5107
6463365125,1632689613,AU,AUD,744156
4945777453,1480770359,AU,AUD,849950
2065979241,1710072791,JP,JPY,425550
1910860313,1709710408,DE,EUR,633382
6335788139,1725385478,UK,GBP,176549
9054397942,1526008147,JP,JPY,460939
6124432895,1492388184,UK,GBP,607336
2794914089,1580271320,IN,INR,705926
4149042554,1685129332,AU,AUD,869371
5524856604,1663877432,BR,BRL,785496
423591949,1524661501,AU,AUD,861354
7792497046,1563211863,US,USD,732170
5399791370,1580350492,AU,AUD,510863
8515918619,1499196460,BR,BRL,358432
788402007,1720005591,BR,BRL,23036
4370508083,1609201092,BR,BRL,154530
5819256810,1500789232,DE,EUR,651471
3986719432,1640280021,NO,NOK,65966
5058225612,1672724411,CA,CAD,435681
4260963323,1641221955,CA,CAD,598946
3980431687,1490245832,US,USD,115404
1246153953,1641425502,NO,NOK,362764
4107796258,1706019008,CA,CAD,28990
5088284446,1726100826,CA,CAD,313552
2992742375,1722521470,BR,BRL,333058
7416153587,1641706087,IN,INR,887387
4664968871,1552971714,NL,EUR,622856
6816154249,1615885077,NL,EUR,206876
7440011909,1722145435,NL,EUR,459805
1832056065,1501477120,BR,BRL,444236
7170722926,1602161667,NO,NOK,75127
1077476771,1673628014,NO,NOK,177241
2453811283,1462852697,BR,BRL,709846
177181584,1473088135,DE,EUR,180167
5634773295,1606803626,AU,AUD,767323
3509673980,1572410714,AU,AUD,115547
882074744,1620934616,BR,BRL,478384
2300514375,1613361984,DE,EUR,873378
1316648645,1456900048,JP,JPY,234901
5461018148,1733318006,UK,GBP,637019
21304263,1565332981,IN,INR,425641
8973143839,1536202566,CA,CAD,340363
1140987570,1529892117,NL,EUR,356855
1835121230,1554121924,US,USD,838455
1986661604,1532329860,IN,INR,666656
1832056065,1675018570,NL,EUR,720070
7404801978,1553203944,AU,AUD,109991
6517660399,1601730395,UK,GBP,789494
9750398576,1666305237,US,USD,352848
7404801978,1733577845,AU,AUD,7625
9210259516,1662851210,IN,INR,613505
395970990,1473748307,US,USD,815510
4583970896,1650268699,AU,AUD,664006
3991042551,1667931359,JP,JPY,154993
7183914690,1636873769,UK,GBP,802740
1456983796,1644505042,JP,JPY,601918
7370515338,1721968123,DE,EUR,258261
327881982,1635591862,AU,AUD,884982
9152552861,1582312942,UK,GBP,818792
463688399,1528871145,NO,NOK,290060
952382178,1693641488,IN,INR,722727
8123519447,1569098929,JP,JPY,72502
8835477764,1576645654,UK,GBP,741031
919762791,1683397275,NO,NOK,679335
4451985189,1696448425,NL,EUR,677234
7721138953,1670235398,CA,CAD,347170
3995245584,1728662218,US,USD,196504
1094860103,1475932507,NO,NOK,407690
9029059261,1621902001,NO,NOK,543212
7409662001,1623384372,IN,INR,135114
8993573608,1680897664,UK,GBP,50017
2769224735,1518198655,UK,GBP,668591
2250219561,1582352896,NL,EUR,707525
7323968129,1454139409,US,USD,507691
2789548554,1475576714,AU,AUD,391301
4511874362,1713804682,JP,JPY,155297
8781338805,1654055044,UK,GBP,594477
4168146195,1559957808,IN,INR,653311
8955590656,1535385148,US,USD,45935
8572164225,1709527160,DE,EUR,236364
7104130965,1655877608,IN,INR,819880
1869087461,1731352706,IN,INR,493839
5398905435,1669033812,CA,CAD,506637
4063316759,1478007064,UK,GBP,164450
2999220108,1656905214,US,USD,401010
9201190226,1508757934,IN,INR,162979
781968949,1699751978,DE,EUR,807130
1084263999,1508881810,DE,EUR,64101
3416859747,1569392494,US,USD,573140
5659586330,1529054730,NL,EUR,557025
1695952785,1475860418,JP,JPY,523260
7699967071,1506019457,UK,GBP,45810
8534239200,1669997597,AU,AUD,521319
7792497046,1668456672,DE,EUR,469656
1338122451,1601304273,NO,NOK,193896
3414515990,1640220042,BR,BRL,143114
2485536342,1527990610,CA,CAD,266555
3219450922,1710180807,CA,CAD,816404
2727449030,1659711114,IN,INR,477583
4938879462,1514783543,BR,BRL,3807
309766902,1663031255,IN,INR,673123
7772235233,1628735356,IN,INR,262938
476785619,1724024652,AU,AUD,890439
2711074394,1678201328,NO,NOK,373643
7527452426,1505116518,BR,BRL,96132
394251200,1505896816,UK,GBP,481527
1069122704,1638237980,NO,NOK,8312
9343375760,1613726723,NL,EUR,765436
5832425156,1716494689,JP,JPY,395546
8308602654,1522553429,AU,AUD,442989
3816503314,1489385004,CA,CAD,670068
1062547266,1595711166,UK,GBP,239466
6368701925,1666782184,DE,EUR,121393
967359849,1462969072,CA,CAD,625061
4062976414,1674197998,UK,GBP,606689
3575273169,1693566685,NO,NOK,653101
4554785403,1524447931,JP,JPY,483343
9883382196,1699389633,AU,AUD,393078
3509673980,1604731730,AU,AUD,431281
8263390188,1623625295,JP,JPY,762807
5398905435,1696992576,NO,NOK,830209
2408863302,1638884788,US,USD,548355
7135467562,1705807704,US,USD,117531
7171053522,1465202030,NO,NOK,869402
37883050,1532413827,NL,EUR,767046
2300514375,1657376462,DE,EUR,192970
5008785501,1601271410,AU,AUD,215768
7647496793,1548155465,AU,AUD,711881
5536212280,1627662983,IN,INR,889342
8578823104,1565994592,UK,GBP,805599
5298977886,1478092877,UK,GBP,570955
9545609495,1544944678,CA,CAD,879223
7316043485,1603811573,UK,GBP,562788
7647496793,1622551745,NL,EUR,513825
2878668606,1688508670,NL,EUR,130633
8053321849,1537579315,NL,EUR,898376
305713236,1563406528,IN,INR,283974
4205605582,1621964236,UK,GBP,258704
7517949039,1648873818,BR,BRL,554128
1286821539,1575698583,CA,CAD,783308
4058394442,1597598737,AU,AUD,643727
8420032264,1518601135,AU,AUD,524360
3414515990,1530179836,AU,AUD,313845
4405714138,1691733991,BR,BRL,504287
9498010037,1653982553,JP,JPY,788912
6292000353,1627428871,CA,CAD,341680
7005011449,1621419022,IN,INR,766652
2928543871,1453511501,US,USD,16682
3076711992,1698996311,JP,JPY,364636
1162430691,1599751404,NL,EUR,780316
4297136737,1589681648,CA,CAD,747541
8940521264,1670345384,BR,BRL,373032
8572164225,1463932324,NL,EUR,712303
4297310375,1460714955,BR,BRL,671266
7170722926,1579897736,AU,AUD,327672
4519315603,1580557887,NO,NOK,151066
740949975,1714868234,CA,CAD,1684
2868120408,1657212438,NL,EUR,558924
9386348,1632270543,JP,JPY,740984
7721138953,1541430196,AU,AUD,78534
8515918619,1544653141,US,USD,297044
7343861846,1465323155,JP,JPY,662990
6972327397,1546288206,US,USD,660255
435138764,1708105558,IN,INR,649982
2528618898,1484299929,IN,INR,741600
1742919464,1623750401,CA,CAD,38063
3049771430,1631921541,IN,INR,859276
245580731,1685960203,JP,JPY,359386
9282050991,1476987258,CA,CAD,281778
4297310375,1560693402,UK,GBP,415703
4394397320,1672153700,JP,JPY,812832
1293082881,1484816913,UK,GBP,160369
2941701299,1733143128,BR,BRL,599594
1338122451,1672274197,UK,GBP,545109
6310865904,1602921284,BR,BRL,284087
1138720486,1722144058,DE,EUR,853000
6526389681,1616168945,UK,GBP,850578
7413515848,1598960161,DE,EUR,56109
8123519447,1481309086,US,USD,405174
7155121736,1517098720,DE,EUR,250473
3986719432,1470636058,DE,EUR,652268
1316648645,1691060177,DE,EUR,802886
4770391028,1639783806,JP,JPY,202978
2905436650,1505213511,CA,CAD,666754
7886800790,1554599550,AU,AUD,778585
3008563456,1595458124,UK,GBP,882048
6816154249,1495875037,JP,JPY,580051
374644138,1606289009,NL,EUR,647210
2347422436,1651421765,DE,EUR,659777
395970990,1580588826,BR,BRL,449904
8949209695,1693339683,IN,INR,258204
4360622232,1725179865,NL,EUR,871931
6245469725,1600200841,NO,NOK,831043
6116810008,1467772856,IN,INR,148249
8898769635,1636048146,US,USD,768727
2641412281,1578813741,US,USD,38710
5207505541,1498319093,IN,INR,757015
7005011449,1659825928,DE,EUR,456137
2347422436,1523136430,UK,GBP,773582
3812845033,1574935728,AU,AUD,197651
6657799636,1469563550,CA,CAD,236010
7081679721,1648276938,JP,JPY,464559
9969880036,1520383513,NO,NOK,345907
3352687630,1722336976,NL,EUR,311912
9956261964,1537554896,CA,CAD,190323
8633987186,1470966155,NO,NOK,155750
423056097,1549942506,NL,EUR,43477
8467478881,1535605767,AU,AUD,461716
5147204282,1504818964,IN,INR,251655
9638804733,1687739069,AU,AUD,353284
3782505543,1499974457,NL,EUR,522999
6920438349,1525930213,IN,INR,856874
7316043485,1583369797,NO,NOK,15554
2066787608,1524205971,JP,JPY,301505
5088284446,1723432276,NL,EUR,439966
2288909654,1524960260,JP,JPY,539896
960865436,1709029190,NO,NOK,67157
3523122142,1550599178,UK,GBP,418046
602934372,1483679654,NL,EUR,105880
552008652,1724088425,NL,EUR,259669
99198380,1709726107,US,USD,560266
6035228053,1727905688,AU,AUD,500556
5536212280,1514271590,IN,INR,66878
4442591978,1628043546,NL,EUR,774651
9339432697,1500490653,NO,NOK,770086
7005011449,1676316967,CA,CAD,618771
703853982,1696325832,US,USD,9181
6063391299,1557400248,BR,BRL,558512
7743021844,1720264638,UK,GBP,133187
1697298188,1640815107,NO,NOK,889176
3693505001,1668065741,JP,JPY,173842
6815180436,1577875078,AU,AUD,535562
9933620190,1666967385,NO,NOK,620099
8012539493,1714863718,AU,AUD,806632
6256095212,1477181364,NL,EUR,458731
2338489198,1653100084,JP,JPY,357864
3249642509,1734023132,JP,JPY,458219
8041035950,1563819349,NO,NOK,472567
7649523493,1730415020,NL,EUR,874512
7233372568,1462654482,AU,AUD,788667
8526610098,1696012716,NL,EUR,593437
4889319097,1470373569,NO,NOK,679242
9478112910,1479895683,CA,CAD,363831
9430984342,1571205907,UK,GBP,263621
2209058027,1563222952,JP,JPY,365160
1869087461,1697567546,NL,EUR,716789
538007860,1482060419,IN,INR,594901
6741725753,1496600037,NL,EUR,417489
2453811283,1518789850,NO,NOK,867436
2250219561,1577674864,NL,EUR,207493
65237863,1522211653,AU,AUD,214933
8526610098,1545061761,JP,JPY,413943
9069176959,1592360614,NL,EUR,882224
6996798936,1580541398,IN,INR,132932
3028496215,1700240915,US,USD,369104
8182815754,1729685575,NL,EUR,491033
9941550042,1624225393,DE,EUR,807076
8638169007,1653202785,JP,JPY,608376
5702857569,1484486923,BR,BRL,541400
6012286970,1528334922,JP,JPY,760456
4831288919,1583218742,DE,EUR,884988
5010552435,1584343734,BR,BRL,150736
1206609460,1680458819,BR,BRL,490451
1196459320,1586173720,IN,INR,806041
7647496793,1490908253,NL,EUR,308874
7533563841,1634898744,IN,INR,291291
7886800790,1659077478,UK,GBP,370599
305713236,1735431597,US,USD,571514
1111063965,1495116125,UK,GBP,729998
7196530991,1548541884,UK,GBP,592296
65237863,1546516713,BR,BRL,686287
484600563,1689384446,US,USD,301842
8633987186,1526590041,AU,AUD,473257
8012539493,1474718246,NL,EUR,779824
9433529686,1655773473,JP,JPY,715715
7323968129,1480803814,US,USD,526311
4063316759,1644839014,CA,CAD,563513
7743021844,1535109520,JP,JPY,334125
8898769635,1643508315,BR,BRL,163857
301454288,1489358008,CA,CAD,279317
9706097719,1592672195,UK,GBP,588388
300314935,1581308922,US,USD,181836
1929567412,1514079635,US,USD,532672
4660779941,1606177137,AU,AUD,881125
9508920547,1674824757,DE,EUR,44456
814826672,1623047751,BR,BRL,139068
2651033884,1657485727,NO,NOK,51633
5404393932,1479158125,AU,AUD,85627
7233372568,1631762730,JP,JPY,716416
6745567849,1663355822,BR,BRL,351918
6816606585,1713532451,US,USD,117311
3086111608,1598586584,NL,EUR,148153
7724259238,1570957137,US,USD,272385
8859392324,1470785528,UK,GBP,648296
7404801978,1531613392,US,USD,876014
9237263804,1499444742,DE,EUR,655156
3983934799,1689288704,NO,NOK,265631
3974374916,1728079145,BR,BRL,692000
8859392324,1628397847,JP,JPY,274054
3995245584,1569471241,BR,BRL,508118
6422762904,1500824730,CA,CAD,279396
98169745,1711593619,NL,EUR,840667
9358282170,1727111731,NO,NOK,847921
9691468488,1475970780,NO,NOK,185487
9105254717,1667204222,DE,EUR,871356
8883193906,1626443407,CA,CAD,750966
8724529324,1549931267,JP,JPY,207418
9792026019,1540006621,IN,INR,838691
2463128675,1614761243,CA,CAD,760127
5524856604,1484457588,US,USD,342765
1963431561,1636417096,NL,EUR,363626
6518127437,1477607961,BR,BRL,48584
6131923914,1719428121,IN,INR,663232
578120265,1704657045,JP,JPY,130847
7163567566,1629338565,IN,INR,734644
1470785745,1619875058,AU,AUD,110955
4916563677,1712207255,UK,GBP,737143
1084263999,1671002966,CA,CAD,519614
7054823971,1623408649,US,USD,204173
4575338260,1704859582,NO,NOK,685866
1201314949,1616408714,JP,JPY,646415
3575273169,1619176322,NO,NOK,855291
3995245584,1720329494,CA,CAD,371430
3256403461,1577061600,CA,CAD,268894
2334054039,1496117371,JP,JPY,869879
8928146297,1584000403,NO,NOK,645507
740949975,1523798581,CA,CAD,126505
6519958336,1579255578,IN,INR,610011
3328147970,1490452582,BR,BRL,138138
960865436,1557482255,JP,JPY,297513
952382178,1636008192,BR,BRL,111403
5021443343,1654921967,IN,INR,48453
3249642509,1721818074,NO,NOK,605887
9247579026,1664478074,AU,AUD,819713
9831976019,1595833825,BR,BRL,338192
8334427201,1548635384,IN,INR,660510
2015510530,1633524131,IN,INR,459417
8588798142,1667996292,CA,CAD,175344
6385954742,1594018983,UK,GBP,140506
6996798936,1705325396,JP,JPY,15418
1353679747,1715688403,BR,BRL,541075
93226895,1583619679,IN,INR,232829
1883329243,1485609491,JP,JPY,407091
366263339,1642045657,BR,BRL,240140
3321742904,1528985526,BR,BRL,654717
5184569964,1575199797,UK,GBP,314138
3980431687,1464276159,UK,GBP,179974
3426240020,1673032520,UK,GBP,174651
9352564693,1540153056,JP,JPY,552362
2911857792,1677311946,BR,BRL,579727
1883329243,1726243681,US,USD,629700
8904484136,1604910765,US,USD,250325
7388223731,1545228102,NO,NOK,784235
1149331157,1707616322,NO,NOK,396073
1704587589,1621124443,US,USD,871988
3708678390,1625724897,AU,AUD,235937
2252768573,1540454766,NO,NOK,209028
309766902,1675042266,UK,GBP,314502
3974170372,1578257381,NL,EUR,235053
5316399769,1553650250,JP,JPY,574310
3133385178,1644063891,JP,JPY,639735
3189456263,1619911015,DE,EUR,398931
3995245584,1583997533,UK,GBP,283707
8164736173,1507819197,NO,NOK,382005
7905620134,1662664798,JP,JPY,260528
671584246,1563517905,NL,EUR,716635
3004969195,1669858173,NO,NOK,405585
975544149,1590031011,CA,CAD,284894
3708678390,1528545277,CA,CAD,842545
3011090979,1533390770,AU,AUD,850759
3414515990,1677263968,IN,INR,15402
840698388,1697312298,AU,AUD,289934
7388223731,1483413194,CA,CAD,673144
3838330071,1510052761,JP,JPY,730209
5576861254,1518656447,NO,NOK,599307
9062767810,1543888964,IN,INR,178989
8190921178,1488256606,NL,EUR,810384
766352620,1695312182,NO,NOK,321946
2899043753,1569621856,AU,AUD,691420
4297310375,1486417807,US,USD,338896
1551512691,1646338582,DE,EUR,86591
2735485218,1655089349,BR,BRL,843467
5659586330,1566805715,DE,EUR,252514
5498178441,1679238358,AU,AUD,241923
9966617788,1465021799,NO,NOK,162597
8835477764,1688558023,DE,EUR,736144
3178084750,1710710623,BR,BRL,52773
8041035950,1453404734,BR,BRL,596959
7068087426,1675499251,BR,BRL,411638
3132274541,1643664229,US,USD,210350
6816154249,1627292900,CA,CAD,460194
7054823971,1696228095,JP,JPY,25785
4475958600,1579035559,AU,AUD,61387
9374553620,1475833427,UK,GBP,32504
4459927585,1729345220,AU,AUD,177154
2734552737,1585210113,IN,INR,409085
3601195305,1594096148,NO,NOK,230198
1772751001,1643422666,BR,BRL,747680
701742233,1501861465,US,USD,192576
3006843307,1687631506,BR,BRL,223866
2209058027,1577297352,BR,BRL,265141
7163567566,1514225756,JP,JPY,738651
4554785403,1617433271,UK,GBP,361269
54345882,1723643481,IN,INR,215813
5819256810,1505349775,IN,INR,256010
919762791,1583981061,NL,EUR,161437
4459927585,1572309905,IN,INR,582153
2876678674,1643994492,UK,GBP,246668
7098252089,1706507635,NO,NOK,75236
8523882128,1693119324,CA,CAD,585999
612444944,1559696996,DE,EUR,592502
3991042551,1477636924,AU,AUD,576147
4916563677,1634653096,BR,BRL,794262
8949209695,1519796295,CA,CAD,523882
4806865116,1530961954,BR,BRL,90212
1845994638,1506338192,DE,EUR,147760
2600798856,1679731544,JP,JPY,724862
520756697,1689915232,AU,AUD,890297
6017967912,1462793316,US,USD,671586
6188143357,1655334995,NO,NOK,26699
9147683291,1467576859,JP,JPY,34213
5461018148,1700713415,NL,EUR,768437
5056044950,1652792016,CA,CAD,13606
885489256,1678378630,BR,BRL,581969
8182815754,1543262183,NL,EUR,529808
3418878966,1603487397,NL,EUR,486132
8263639607,1723212251,CA,CAD,587865
484600563,1672202867,AU,AUD,101304
9336800824,1670873459,JP,JPY,256118
5980113501,1612790482,NO,NOK,665319
3209035580,1575219033,UK,GBP,316026
3006843307,1708989179,NO,NOK,891639
3974170372,1711970659,DE,EUR,692861
5737458599,1729229497,AU,AUD,368706
5684976072,1704405490,NL,EUR,62200
4353486921,1666882804,JP,JPY,631059
1420174948,1655315604,IN,INR,224763
2340926621,1604914083,IN,INR,517025
568791242,1589665165,AU,AUD,410421
7593525668,1588412092,NL,EUR,728062
6520316065,1510353973,CA,CAD,690243
4126381953,1646769604,IN,INR,688565
2816777242,1545237692,DE,EUR,564222
9054397942,1551910485,AU,AUD,626786
9282050991,1612049969,US,USD,534294
2279273616,1580469020,AU,AUD,891169
7952819534,1661118105,JP,JPY,361751
9568390096,1594023556,JP,JPY,831640
7886800790,1675332825,UK,GBP,690361
2581931579,1581013478,BR,BRL,881132
7026084944,1647711669,IN,INR,153140
8986284612,1609477653,CA,CAD,761198
1196459320,1691054780,UK,GBP,392213
2408863302,1592919733,DE,EUR,707442
766352620,1689838126,IN,INR,279923
1695952785,1519320887,JP,JPY,451509
1570233148,1713779887,DE,EUR,857507
7183914690,1519283249,NL,EUR,777498
781968949,1695557597,US,USD,766436
423056097,1644081801,DE,EUR,530777
5080108328,1567356690,NO,NOK,314947
8689414151,1521546060,IN,INR,237859
5271574081,1514124097,UK,GBP,107924
7054823971,1460741678,CA,CAD,701504
1715850187,1619119891,UK,GBP,347777
6576011428,1565539930,NL,EUR,539928
4774396276,1507374865,UK,GBP,618815
8023035956,1515819387,BR,BRL,65527
9247579026,1496100607,NL,EUR,814004
8263390188,1543425966,NO,NOK,336893
1471601909,1552014512,BR,BRL,113757
1889249299,1600705647,DE,EUR,612479
3465258932,1533946600,NL,EUR,518823
1279066722,1514338356,NL,EUR,92372
6972327397,1705566078,NO,NOK,427928
8902417505,1612237575,UK,GBP,91918
3309669916,1462149016,NO,NOK,445312
7886800790,1599445990,US,USD,323261
8902417505,1506436437,US,USD,474590
3079546483,1572366978,AU,AUD,514596
2776475527,1550819702,NL,EUR,503535
840698388,1638014785,CA,CAD,202063
5516113934,1516994492,US,USD,271220
2896883388,1662618175,IN,INR,452262
2077519371,1704493605,NL,EUR,732423
2252768573,1725762732,US,USD,830708
2101110776,1499436033,JP,JPY,490901
2186352074,1518724584,UK,GBP,441508
3004695327,1500405401,US,USD,730304
612444944,1611453541,US,USD,799746
7047969525,1654670369,BR,BRL,224800
5836383136,1461490176,AU,AUD,48786
9247579026,1609607912,BR,BRL,525346
1910860313,1664722261,NO,NOK,714111
4204107021,1659733835,AU,AUD,655443
7170722926,1646861100,JP,JPY,463587
5524856604,1531100870,IN,INR,860323
1175660184,1594468973,AU,AUD,131554
2831795365,1634335882,JP,JPY,464080
9849210195,1717249858,US,USD,533311
5398905435,1713876738,US,USD,428388
394251200,1669688745,US,USD,785827
6474750845,1665278023,NL,EUR,805807
5021443343,1494456815,UK,GBP,549561
3455084327,1612598539,AU,AUD,151745
7104130965,1660114140,CA,CAD,463205
1165699699,1641370620,BR,BRL,800626
1748498836,1501447785,NO,NOK,233695
9343375760,1604269782,US,USD,497641
8123519447,1559180922,IN,INR,224800
9210259516,1673776402,UK,GBP,767956
8411340279,1692658387,JP,JPY,642512
4902813943,1732069546,CA,CAD,415625
2205471022,1454015679,DE,EUR,378731
3893750499,1575050261,US,USD,495206
9568390096,1606557551,NO,NOK,799777
5474373512,1570975407,UK,GBP,402663
5524856604,1695164215,AU,AUD,126628
8001066390,1673034050,NL,EUR,737497
7053011400,1668032701,NO,NOK,132538
